ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,,,ECG_DATA_STORE
0.5789,6.962,6.4685,0.8794,7.5309,6.2195,-0.3095,0.0074,-0.1182,0.083,0.0187,0.0283,8.3916,21.04,22.61,-20.98,319.94,-49.72,-8.44,2,64.051,13.042239,77.59301,2604.23,NaN,38.3,12.226105,289.7,19 / 30,41551,2021-03-13 18:18:40:073,,,-0.02
0.8186,7.4504,5.37,0.973,7.4831,6.2631,-0.1767,0.008,-0.1559,-0.0448,0.0034,0.0029,11.1888,21.17,21.11,-16.04,314.96,-49.74,-8.83,2,65.945,13.042239,77.59301,2604.23,NaN,38.3,12.226105,289.7,19 / 30,42050,2021-03-13 18:18:40:572,,,-0.015
0.5635,7.0818,6.3916,0.9757,7.4284,6.3276,-0.2005,0.0064,0.8109,0.0268,-0.0215,0.0237,11.1888,20.89,26.74,-21.28,322.24,-49.24,-8.77,2,65.032,13.042268,77.59292,2604.69,NaN,37.98,13.683036,288.2,20 / 30,42551,2021-03-13 18:18:41:073,,,-0.025
0.1237,7.2281,6.0389,0.8568,7.4327,6.3397,-0.58,0.1571,0.4549,0.0439,-0.0109,0.0522,8.3916,20.91,21.89,-18.74,318.29,-49.26,-8.16,2,67.362,13.042268,77.59292,2604.69,NaN,37.98,13.683036,288.2,20 / 30,43051,2021-03-13 18:18:41:573,,,-0.035
1.0197,7.0445,5.9593,1.0335,7.3579,6.4002,-0.0599,0.0548,-0.6899,-0.0029,-0.0125,0.0326,11.1888,20.44,26.22,-15.15,319.85,-48.37,-8.63,2,64.628,13.042303,77.59282,2607.88,NaN,40,16.521809,287.5,20 / 30,43551,2021-03-13 18:18:42:073,,,-0.045
0.9821,7.4987,6.1238,1.1155,7.4334,6.2985,0.2477,0.2044,0.1671,0.1045,-0.0076,0.0236,8.3916,21.79,24.06,-21.57,318.69,-49.1,-10.29,2,65.788,13.042303,77.59282,2607.88,NaN,40,16.521809,287.5,20 / 30,44051,2021-03-13 18:18:42:573,,,-0.045
0.7454,7.4176,5.8183,0.9713,7.5147,6.2255,-0.3971,-0.3582,-1.0015,-0.0726,-0.0025,-0.0026,11.1888,21.45,19.82,-17.25,314.84,-50.02,-8.87,2,65.768,13.042333,77.59271,2607.97,NaN,41.44,13.015113,287.2,20 / 30,44551,2021-03-13 18:18:43:073,,,-0.06
0.6038,6.8598,7.3991,1.002,7.4588,6.2875,-0.3573,-0.0417,0.681,-0.1161,0.0619,0.0168,6.5268,21.46,26.23,-18.08,319.62,-50.8,-8.95,2,65.531,13.042333,77.59271,2607.97,NaN,41.44,13.015113,287.2,20 / 30,45051,2021-03-13 18:18:43:573,,,-0.065
1.0683,7.0062,6.9781,1.3136,7.4056,6.293,-0.2136,-0.0158,0.6889,0.1906,-0.0712,0.1057,11.1888,20.58,21.39,-22.01,317.98,-48.71,-10.31,2,64.897,13.042373,77.592606,2613.19,NaN,41.69,12.547618,287.8,20 / 30,45552,2021-03-13 18:18:44:074,,,-0.07
1.2581,5.8495,6.501,1.7377,6.9208,6.7271,-0.2005,-1.3319,2.9956,0.5426,-0.476,0.0647,11.1888,18.26,19.95,-15.83,317.27,-41.8,-12.4,2,66.675,13.042373,77.592606,2613.19,NaN,41.69,12.547618,287.8,20 / 30,46051,2021-03-13 18:18:44:573,,,-0.055
1.9791,6.6905,4.2707,1.8998,7.4172,6.1275,-0.5554,-0.9809,-1.4941,0.5977,0.1722,0.0857,11.1888,18.33,20.3,-19.14,317.08,-47,-14.39,2,67.977,13.042412,77.592514,2610.97,NaN,40.18,12.226105,288.2,21 / 31,46551,2021-03-13 18:18:45:073,,,-0.06
1.5317,7.0089,4.8159,1.9975,7.298,6.2386,-0.0076,-0.2239,-0.2516,0.016,-0.3058,0.1718,13.986,21.47,19.91,-20.68,313.17,-46.79,-15.68,2,70.852,13.042412,77.592514,2610.97,NaN,40.18,12.226105,288.2,21 / 31,47051,2021-03-13 18:18:45:573,,,-0.08
2.211,6.7452,4.6729,1.584,7.2208,6.4437,0.7484,-0.6105,-1.0818,-0.6104,-0.0293,-0.1035,8.3916,22,17.8,-20.77,311.3,-48.12,-14.02,2,66.311,13.042434,77.592415,2612.37,NaN,38.95,12.226105,287.7,23 / 31,47551,2021-03-13 18:18:46:073,,,-0.075
1.6152,7.2189,7.1779,1.4991,6.9926,6.7102,-0.1355,0.6359,0.2973,0.0015,0.0365,0.0091,8.3916,21.25,19.42,-16.46,311.46,-45.48,-12.59,2,64.133,13.042434,77.592415,2612.37,NaN,38.95,12.226105,287.7,23 / 31,48051,2021-03-13 18:18:46:573,,,-0.09
1.5557,6.7753,6.4901,1.4655,7.0897,6.615,0.0207,0.1137,0.9281,-0.0074,-0.0601,-0.0084,11.1888,16.95,22.27,-16.3,319.77,-45.78,-12.87,2,64.463,13.042457,77.59232,2612.88,NaN,37.69,12.226105,287.5,22 / 31,48551,2021-03-13 18:18:47:073,,,-0.065
-1.3012,4.6247,7.5383,-2.1437,4.5434,8.4221,-1.8305,-2.031,1.3389,0.4449,-0.3123,0.5141,11.1888,12.97,28.54,-4.38,338.17,-27.6,14.28,2,65.329,13.042457,77.59232,2612.88,NaN,37.69,12.226105,287.5,22 / 31,49051,2021-03-13 18:18:47:573,,,-0.075
0.2242,5.4869,7.8677,0.2891,5.8965,7.8306,0.2062,0.2106,0.8586,0.1184,0.0464,0.0104,11.1888,23.49,23.98,-13.47,318.45,-36.96,-2.11,2,63.776,13.04248,77.592224,2610.87,NaN,37.58,12.226105,289.9,23 / 31,49550,2021-03-13 18:18:48:072,,,-0.08
0.2003,5.6918,8.2531,0.5148,5.854,7.8508,-0.1932,0.2705,-0.0375,-0.0264,-0.0443,0.074,8.3916,22.13,26.82,-11.48,320.35,-36.65,-3.75,2,65.728,13.04248,77.592224,2610.87,NaN,37.58,12.226105,289.9,23 / 31,50051,2021-03-13 18:18:48:573,,,-0.08
0.2991,5.5146,7.7586,0.5688,5.9112,7.8041,-0.4004,-0.3499,-0.0445,0.0796,-0.0891,0.115,5.5944,20.57,23.94,-14.71,321.04,-37.07,-4.17,2,65.235,13.042502,77.592125,2615.34,NaN,37.62,12.226105,287.6,23 / 31,50550,2021-03-13 18:18:49:072,,,-0.085
0.4475,5.2807,6.5041,0.8233,5.9769,7.731,-0.2328,-0.6279,0.3256,-0.0984,-0.0823,-0.042,8.3916,20.51,22.98,-13.52,318.81,-36.9,-5.79,2,65.903,13.042502,77.592125,2615.34,NaN,37.62,12.226105,287.6,23 / 31,51051,2021-03-13 18:18:49:573,,,-0.09
0.7913,5.8532,7.8581,0.8306,5.9674,7.7376,-0.7218,-0.3387,-0.6369,0.0665,0.0164,0.0837,5.5944,22.24,25.93,-12.25,318.82,-37.48,-6.13,2,63.347,13.042531,77.59204,2614.5,NaN,36.07,12.226105,286.1,23 / 31,51551,2021-03-13 18:18:50:073,,,-0.075
0.5912,5.3857,7.0031,0.793,5.8936,7.7979,-0.4067,-0.3907,-0.3808,-0.0048,-0.0963,0.0811,5.5944,25.29,26.1,-15.69,317.42,-36.94,-5.81,2,71.911,13.042531,77.59204,2614.5,NaN,36.07,12.226105,286.1,23 / 31,52051,2021-03-13 18:18:50:573,,,-0.085
1.3925,6.3245,7.9207,0.9474,5.8869,7.7857,1.1204,1.0629,-0.4386,-0.2931,0.029,-0.3342,8.3916,22.96,23.43,-13.49,315.08,-36.89,-6.94,2,73.302,13.042554,77.59194,2612.73,NaN,35.96,12.226105,285.9,22 / 31,52550,2021-03-13 18:18:51:072,,,-0.095
1.5153,6.3044,8.5466,0.9009,5.9347,7.7549,-0.0694,0.0866,-0.5371,0.0284,0.2447,-0.1492,8.3916,23.67,22.28,-13.52,313.79,-37.07,-6.33,2,69.216,13.042554,77.59194,2612.73,NaN,35.96,12.226105,285.9,22 / 31,53051,2021-03-13 18:18:51:573,,,-0.105
-0.6486,4.8029,7.2678,-0.0412,5.6943,7.984,0.0174,-0.1145,0.7322,-0.2372,0.0694,-0.1603,8.3916,32.01,30.17,-20.15,317.59,-35.99,-1.4,2,62.82,13.042579,77.59186,2611.99,NaN,35.68,12.226105,284.7,22 / 31,53551,2021-03-13 18:18:52:073,,,-0.09
-0.1705,4.8826,7.065,0.0169,5.5898,8.0576,0.1019,-0.1567,-1.0485,-0.1071,0.0194,-0.058,8.3916,29.02,31.62,-9.17,317.25,-34.75,-0.12,2,63.667,13.042579,77.59186,2611.99,NaN,35.68,12.226105,284.7,22 / 31,54051,2021-03-13 18:18:52:573,,,-0.095
-0.4116,5.5714,7.2948,-0.9257,5.0516,8.3543,0.3376,0.1356,-0.702,-0.4831,0.3136,-0.3996,8.3916,24.84,29.7,-12.45,324.74,-31.01,6.32,2,63.57,13.042604,77.591774,2610.3,NaN,35.57,12.226105,286.9,22 / 31,54551,2021-03-13 18:18:53:073,,,-0.07
-0.3131,1.2569,9.6202,-0.0893,2.954,9.3507,-1.8296,-2.015,1.7191,1.2928,-2.091,-0.2859,8.3916,12.51,28.66,-3.87,337.99,-8.91,11.14,2,70.928,13.042604,77.591774,2610.3,NaN,35.57,12.226105,286.9,22 / 31,55051,2021-03-13 18:18:53:573,,,-0.045
-0.8631,5.4257,6.9456,-0.4144,6.1837,7.6,1.2517,0.2202,1.0769,0.0256,0.2147,0.0708,8.3916,19.1,22.37,-12.84,323.65,-38.24,0.95,2,69.833,13.042634,77.59168,2610.81,NaN,34.88,12.226105,310.9,22 / 31,55551,2021-03-13 18:18:54:073,,,0.005
0.4595,5.4001,9.7778,0.5102,6.2151,7.5686,-0.1392,-1.1145,-0.1178,-0.0856,-0.4637,0.0449,7.4592,15.97,23.83,-14.45,327.69,-39.33,-3.86,2,69.898,13.042634,77.59168,2610.81,NaN,34.88,12.226105,310.9,22 / 31,56050,2021-03-13 18:18:54:572,,,0.03
1.0037,6.3991,6.8745,1.1094,5.9238,7.7361,-0.6346,0.1781,0.3398,-0.1229,-0.2411,0.079,8.3916,15.84,25.04,-13.93,326.49,-37.16,-8.16,2,65.371,13.042658,77.5916,2614.64,NaN,33.62,12.226105,289.7,22 / 31,56551,2021-03-13 18:18:55:073,,,0.07
0.9387,6.1963,5.9021,1.1424,5.8445,7.7914,0.104,-0.1229,-2.0286,-0.5115,-0.1588,-0.0259,11.1888,17.6,27.1,-14.25,324.77,-36.48,-8.96,2,65.601,13.042658,77.5916,2614.64,NaN,33.62,12.226105,289.7,22 / 31,57051,2021-03-13 18:18:55:573,,,0.195
0.7947,5.5529,6.5845,0.7296,6.2545,7.518,0.5598,-0.3842,-0.2728,0.1498,0.2409,0.0123,11.1888,22.88,24.38,-19.26,318.78,-38.29,-7.14,2,64.324,13.042684,77.59152,2617.03,NaN,34.2,12.226105,287.9,22 / 31,57551,2021-03-13 18:18:56:073,,,0.145
1.7164,6.0615,7.0168,1.3098,6.3192,7.3839,0.4625,0.1036,0.3545,-0.1019,-0.0588,0.0244,11.1888,17.3,20.34,-16.22,320.2,-39.98,-10.25,2,66.22,13.042684,77.59152,2617.03,NaN,34.2,12.226105,287.9,22 / 31,58051,2021-03-13 18:18:56:573,,,0.05
1.2451,6.2209,8.2658,1.253,6.2827,7.4248,-0.1768,0.4074,1.1043,-0.1262,-0.2481,0.0388,11.1888,17.03,22.23,-12.14,320.38,-39.84,-9.58,2,64.62,13.042706,77.591446,2619.41,NaN,33.26,12.226105,285.8,23 / 31,58551,2021-03-13 18:18:57:073,,,-0.015
1.1401,5.8112,7.6659,1.2428,6.2446,7.4586,0.3241,-0.0638,0.9519,0.1235,0.0427,-0.0248,13.986,15.27,27.14,-9.71,327.05,-39.7,-9.82,2,63.876,13.042706,77.591446,2619.41,NaN,33.26,12.226105,285.8,23 / 31,59051,2021-03-13 18:18:57:573,,,-0.025
1.2725,5.8467,8.3188,1.1376,6.3056,7.424,0.1977,0.4024,1.2166,0.1488,0.1537,-0.0405,13.986,14.9,27.83,-15.66,330.01,-40.42,-9.06,2,66.323,13.042726,77.59137,2621.69,NaN,33.19,12.226105,285.5,23 / 31,59551,2021-03-13 18:18:58:073,,,-0.115
0.3295,5.9979,6.3427,1.213,6.1636,7.5305,-0.0629,-0.2491,0.1527,-0.0747,-0.1538,0.0768,11.1888,16.51,26.8,-15.13,326.12,-38.91,-9.28,2,66.806,13.042726,77.59137,2621.69,NaN,33.19,12.226105,285.5,23 / 31,60051,2021-03-13 18:18:58:573,,,-0.18
1.2715,6.1203,6.765,1.2253,6.2633,7.4458,-0.2714,-0.021,0.3663,0.0812,0.0171,0.0201,13.986,17.37,26.56,-14.18,325.48,-39.36,-9.74,2,67.644,13.042745,77.59128,2623.87,NaN,32.51,12.226105,284.7,23 / 31,60551,2021-03-13 18:18:59:073,,,-0.19
1.1507,5.8567,6.6224,1.3206,6.1931,7.4881,-0.0729,0.1337,0.4007,0.0163,-0.0185,0.0029,16.7832,18.13,28.28,-14.37,324.74,-39.29,-9.81,2,65.483,13.042745,77.59128,2623.87,NaN,32.51,12.226105,284.7,23 / 31,61050,2021-03-13 18:18:59:572,,,-0.185
1.3792,5.8026,6.9145,1.4331,6.2953,7.3815,0.1166,-0.0165,-0.3284,0.0867,0.0777,-0.0019,13.986,15.96,26.34,-16.45,326.24,-39.94,-10.99,2,64.409,13.042765,77.5912,2624.13,NaN,32.29,12.226105,284.2,22 / 31,61551,2021-03-13 18:19:00:073,,,-0.185
1.069,6.0393,7.4617,1.5102,6.2061,7.4413,-0.0707,0.0047,-0.4106,-0.0108,-0.0311,0.0056,13.986,19,25.77,-15.79,321.76,-39.26,-11.47,2,62.144,13.042765,77.5912,2624.13,NaN,32.29,12.226105,284.2,22 / 31,62051,2021-03-13 18:19:00:573,,,-0.215
1.2609,6.2212,7.1867,1.4447,6.2179,7.4445,-0.2183,-0.1132,-0.3354,-0.035,0.0078,0.0191,16.7832,21.19,27.8,-13.81,320.08,-39.35,-10.98,2,61.805,13.042783,77.59112,2626.74,NaN,31.97,12.226105,284.3,23 / 31,62551,2021-03-13 18:19:01:073,,,0.01
1.0232,6.1491,6.841,1.3471,6.2599,7.4276,-0.2636,-0.3072,-0.8232,-0.0029,0.0713,-3.00E-04,16.7832,19.62,26.84,-15.37,321.16,-40.13,-10.47,2,64.976,13.042783,77.59112,2626.74,NaN,31.97,12.226105,284.3,23 / 31,63050,2021-03-13 18:19:01:572,,,0.575
0.8238,6.2428,7.0739,1.2763,6.2621,7.4382,-0.6108,-0.1521,-0.3319,-0.0696,-0.0731,0.0421,13.986,20.36,26.48,-14.74,320.81,-39.68,-9.74,2,66.559,13.0428,77.59104,2626.04,NaN,31.82,12.226105,283,22 / 31,63551,2021-03-13 18:19:02:073,,,1.185
1.1942,6.2821,6.9843,1.3292,6.2724,7.4203,-0.416,-0.0402,0.476,-0.0232,-0.0135,0.0159,16.7832,21.04,26.83,-16.45,320.46,-39.76,-10.16,2,67.346,13.0428,77.59104,2626.04,NaN,31.82,12.226105,283,22 / 31,64051,2021-03-13 18:19:02:573,,,0.96
0.9418,5.8077,8.2614,1.2792,6.1687,7.5154,-0.2295,0.2024,0.8785,0.1447,0.1379,0.0377,16.7832,17.02,24.13,-17.62,324.79,-38.98,-9.66,2,63.325,13.042819,77.59096,2626.43,NaN,31.36,12.226105,281.3,22 / 31,64551,2021-03-13 18:19:03:073,,,-0.16
0.4369,5.648,7.3174,1.0797,6.1602,7.5536,-0.5576,-0.2581,0.8732,0.08,-0.0616,0.0721,16.7832,14.27,21.17,-16.73,326.89,-38.48,-9.42,2,67.809,13.042819,77.59096,2626.43,NaN,31.36,12.226105,281.3,22 / 31,65051,2021-03-13 18:19:03:573,,,-0.74
-0.2505,5.6521,7.3352,0.9713,6.1907,7.5433,-0.9363,-0.6502,0.2375,-0.416,-0.0013,-0.1116,16.7832,15.73,17.52,-13.92,320.52,-39.14,-7.34,2,69.081,13.042834,77.59089,2625.56,NaN,30.46,12.226105,276.5,22 / 31,65550,2021-03-13 18:19:04:072,,,-0.64
-0.8241,5.4859,7.9412,0.6693,6.0667,7.6758,-0.7095,0.7048,1.1255,0.3072,0.1076,0.1384,13.986,16.63,19.54,-7.95,318.22,-38.22,-4.98,2,72.099,13.042834,77.59089,2625.56,NaN,30.46,12.226105,276.5,22 / 31,66051,2021-03-13 18:19:04:573,,,-0.35
0.4848,6.0386,6.9566,0.8039,6.1176,7.6223,-0.4181,0.1282,-0.238,-0.0856,0.0291,0.0787,16.7832,17.44,16.92,-8.27,314,-38.6,-6.02,2,66.657,13.04284,77.5908,2628.32,NaN,30.1,12.226105,269.8,22 / 31,66552,2021-03-13 18:19:05:074,,,-0.175
0.1938,6.278,8.4522,0.9924,5.9762,7.7117,-0.7122,0.2032,-0.0628,-0.0243,0.1121,0.1126,16.7832,16.56,16.66,-9.68,314.74,-38.62,-7.76,2,66.881,13.04284,77.5908,2628.32,NaN,30.1,12.226105,269.8,22 / 31,67051,2021-03-13 18:19:05:573,,,-0.145
0.4311,5.5779,6.4011,0.6995,6.1081,7.6402,-1.2691,-0.8625,-0.3176,0.0626,0.1737,0.1089,16.7832,13.98,11.26,-8.1,310.94,-37.78,-5.48,2,66.414,13.042839,77.59073,2628.14,NaN,29.66,12.226105,262.4,21 / 31,67552,2021-03-13 18:19:06:074,,,-0.15
-0.1298,5.5519,7.5096,0.6723,6.1284,7.6264,-0.6763,-0.0415,-0.6468,0.0629,0.0345,0.1287,16.7832,12.57,9.99,-7.28,310.17,-38.68,-5.04,2,64.449,13.042839,77.59073,2628.14,NaN,29.66,12.226105,262.4,21 / 31,68053,2021-03-13 18:19:06:575,,,-0.145
0.4947,5.5974,7.5982,0.8481,5.9099,7.7798,-0.544,-0.4758,-1.0927,-0.0509,0.0513,0.1387,16.7832,15.66,4.08,-7.8,292.48,-37.06,-6.22,2,65.807,13.042828,77.59065,2630.91,NaN,28.51,12.226105,254.7,21 / 31,68551,2021-03-13 18:19:07:073,,,-0.105
0.9082,5.7541,8.9149,0.7812,5.8966,7.7968,-0.2466,-0.0846,0.2784,0.1683,0.1656,0.1037,19.5804,18.32,0.95,-2.56,275.02,-36.83,-5.27,2,62.458,13.042828,77.59065,2630.91,NaN,28.51,12.226105,254.7,21 / 31,69051,2021-03-13 18:19:07:573,,,-0.12
0.0563,5.3009,5.6815,0.5627,5.9351,7.7864,-0.1559,-0.554,-1.6945,-0.3081,0.0743,0.0899,16.7832,15.37,1.73,2.49,268.67,-36.79,-4.81,2,63.611,13.042805,77.59059,2628.91,NaN,26.06,12.226105,246,22 / 31,69551,2021-03-13 18:19:08:073,,,-0.09
0.6073,5.7448,8.1129,0.5033,5.8504,7.8543,0.1088,-6.00E-04,0.6677,0.0386,-0.0409,0.1567,16.7832,12.99,2.06,2.9,267.06,-36.66,-3.51,2,62.587,13.042805,77.59059,2628.91,NaN,26.06,12.226105,246,22 / 31,70051,2021-03-13 18:19:08:573,,,-0.085
0.7656,5.4534,7.5879,0.5129,5.8635,7.8439,-0.5264,-0.2526,-0.3878,0.0526,0.0249,0.1774,13.0536,13.76,-1.59,2.57,254.04,-36.72,-3.74,2,65.815,13.042776,77.59054,2630.88,NaN,25.85,12.226105,237.1,22 / 31,70551,2021-03-13 18:19:09:073,,,-0.07
0.7198,5.6723,6.5547,0.8339,5.8898,7.7965,0.1101,-0.1772,-0.1737,-0.0871,0.0143,0.1211,19.5804,13.79,-2.97,0.7,254.36,-36.75,-5.97,2,67.679,13.042776,77.59054,2630.88,NaN,25.85,12.226105,237.1,22 / 31,71051,2021-03-13 18:19:09:573,,,-0.04
1.3912,5.7434,7.8318,1.0174,5.7935,7.8467,0.5903,0.1094,0.368,-0.0303,0.1345,0.0715,19.5804,13.76,-8.67,2.4,235.27,-36.53,-7.18,2,64.992,13.042745,77.59048,2629.98,NaN,24.52,12.226105,229.4,22 / 31,71553,2021-03-13 18:19:10:075,,,-0.02
1.2178,5.7968,7.2336,0.9761,5.8274,7.8268,0.0469,-0.0518,0.1145,-0.0157,0.0654,0.0655,16.7832,13.17,-8.05,5.54,227.94,-36.04,-7.31,2,67.314,13.042745,77.59048,2629.98,NaN,24.52,12.226105,229.4,22 / 31,72051,2021-03-13 18:19:10:573,,,0.005
1.5256,5.5119,7.2504,0.985,5.7853,7.8569,-0.1677,0.1167,0.5815,0.1031,0.0019,0.124,16.7832,12.77,-9.83,8.99,219.49,-36.15,-7.15,2,63.28,13.042706,77.59043,2630.84,NaN,23.26,12.226105,222.4,21 / 32,72552,2021-03-13 18:19:11:074,,,0.02
1.228,6.2681,7.1512,0.9804,6.2701,7.4763,0.4089,0.057,0.1628,0.1828,0.2043,0.1133,19.5804,12.33,-9.31,9.16,218.11,-38.16,-7.82,2,62.79,13.042706,77.59043,2630.84,NaN,23.26,12.226105,222.4,21 / 32,73051,2021-03-13 18:19:11:573,,,0.045
2.2041,6.6956,4.4588,0.7875,7.2709,6.5333,0.7464,-0.5001,-0.6877,0.2222,0.1215,0.0167,22.3776,8.76,-8.12,13.48,208.36,-43.82,-3.57,2,67.221,13.042659,77.5904,2630.3,NaN,23,12.226105,212.4,22 / 32,73551,2021-03-13 18:19:12:073,,,0.08
1.3159,6.5263,5.4739,1.1202,7.2254,6.5352,-0.0827,-0.8689,-0.6836,0.0892,0.0952,0.0265,19.5804,7.69,-8.71,13.94,197.75,-47.46,-9.73,2,70.449,13.042659,77.5904,2630.3,NaN,23,12.226105,212.4,22 / 32,74051,2021-03-13 18:19:12:573,,,0.115
0.5153,6.0434,6.4247,1.0738,6.9924,6.7914,1.5161,0.379,3.1161,-0.3594,-0.5172,0.167,22.3776,4.74,-8.97,12.72,190.34,-45.31,-8.93,2,66.987,13.042626,77.59036,2627.29,NaN,22,13.058021,203.3,22 / 32,74550,2021-03-13 18:19:13:072,,,0.14
1.2574,6.7456,6.7414,1.0109,6.8675,6.9272,0.3644,-0.2258,0.2776,-0.0683,0.0382,0.0719,22.3776,5.06,-6.61,12.83,191.95,-44.45,-8.3,2,64.461,13.042626,77.59036,2627.29,NaN,22,13.058021,203.3,22 / 32,75051,2021-03-13 18:19:13:573,,,0.165
1.0532,6.9853,7.0352,1.1204,6.7081,7.0651,0.5642,-0.1975,-3.0246,-0.2709,0.1704,0.0543,19.5804,5.67,-11.08,9.66,195.78,-43.16,-9.01,2,71.414,13.042576,77.59034,2626.55,NaN,20.56,13.558985,197.7,22 / 32,75551,2021-03-13 18:19:14:073,,,0.21
1.5717,6.6669,5.9357,1.1768,6.9018,6.8666,0.1993,-0.1432,-0.4007,0.0189,-0.0717,0.0854,22.3776,5.67,-11.42,11.67,192.99,-44.73,-9.73,2,70.64,13.042576,77.59034,2626.55,NaN,20.56,13.558985,197.7,22 / 32,76051,2021-03-13 18:19:14:573,,,0.19
1.5386,7.1939,6.3967,1.3671,6.8581,6.8751,0.4143,0.3795,-0.7502,-0.1032,-0.0123,0.0805,25.1748,6.13,-13.26,10.55,191.96,-44.37,-11.25,2,62.937,13.042537,77.59031,2627.37,NaN,17.93,12.365539,192.9,23 / 32,76551,2021-03-13 18:19:15:073,,,0.22
1.8635,6.7753,6.2401,1.4492,6.9347,6.7809,0.5862,0.3294,-0.1438,-0.0225,-6.00E-04,0.0353,22.3776,5.46,-14.06,11.82,187.23,-44.94,-11.97,2,62.724,13.042537,77.59031,2627.37,NaN,17.93,12.365539,192.9,23 / 32,77051,2021-03-13 18:19:15:573,,,0.21
1.6244,6.7818,6.1911,1.7482,7.013,6.6281,0.3391,0.2068,-0.5952,-0.101,0.0379,-0.0038,22.3776,6.15,-11.84,11.49,189.94,-45.65,-14.78,2,61.675,13.042482,77.5903,2624.78,NaN,18.65,12.226105,189.4,22 / 32,77550,2021-03-13 18:19:16:072,,,0.215
2.1337,7.0335,6.5106,1.9164,6.9826,6.6137,-0.1996,0.0235,0.2396,0.0477,-0.0417,0.0474,22.3776,4.98,-10.89,9.85,187.4,-45.4,-16.16,2,59.291,13.042482,77.5903,2624.78,NaN,18.65,12.226105,189.4,22 / 32,78051,2021-03-13 18:19:16:573,,,0.215
2.1545,7.1806,7.0924,1.4962,7.1879,6.5012,0.7057,0.11,0.146,-0.1311,0.212,-0.3224,17.7156,3.6,-13.85,7.38,188.72,-47.14,-12.96,2,59.084,13.042442,77.590294,2624.16,NaN,17.46,12.226105,188.5,22 / 32,78551,2021-03-13 18:19:17:073,,,0.16
-0.0665,6.1381,6.7113,0.2288,6.4144,7.4144,0.3435,0.5194,0.2228,0.0967,-0.2554,-0.1303,22.3776,3.83,-17.72,3.5,192.81,-41.33,-3.97,2,71.286,13.042442,77.590294,2624.16,NaN,17.46,12.226105,188.5,22 / 32,79051,2021-03-13 18:19:17:573,,,0.135
1.885,5.8956,6.7452,1.3944,6.5607,7.1542,0.1262,-0.4245,0.531,-0.5331,0.4585,0.0979,22.3776,4.98,-22.37,8.91,187.38,-40.48,-12.14,2,69.686,13.042404,77.59029,2621.7,NaN,16.38,12.226105,188.2,22 / 32,79551,2021-03-13 18:19:18:073,,,0.1
1.7742,6.3286,7.354,1.5188,6.3463,7.3204,-0.501,-5.00E-04,-2.3784,-0.3125,-0.098,0.0468,22.3776,6.33,-20.57,13.67,186.73,-40.33,-11.72,2,71.764,13.042404,77.59029,2621.7,NaN,16.38,12.226105,188.2,22 / 32,80051,2021-03-13 18:19:18:573,,,0.05
1.4172,6.6327,5.4394,1.3369,6.4827,7.2359,0.7945,-0.3629,-1.1561,-0.1419,-0.0246,-0.0506,19.5804,6.12,-18.76,15.03,187.32,-41.38,-10.47,2,61.316,13.042367,77.59028,2620.58,NaN,15.95,12.226105,190.6,22 / 32,80550,2021-03-13 18:19:19:072,,,0.035
1.5605,6.6334,7.6139,1.5258,6.604,7.0873,-0.1064,0.1571,0.3491,-0.1812,-0.1945,0.0066,19.5804,7.68,-17.04,16.79,190.23,-43.84,-11.36,2,58.206,13.042367,77.59028,2620.58,NaN,15.95,12.226105,190.6,22 / 32,81051,2021-03-13 18:19:19:573,,,-0.005
1.5929,5.8635,7.2982,1.5523,6.502,7.1753,0.2519,-0.5468,0.413,0.1046,0.182,0.0358,19.5804,9.22,-15.57,17.96,190.7,-40.89,-13.04,2,58.675,13.042331,77.59026,2617.9,NaN,15.05,12.226105,188.9,22 / 32,81551,2021-03-13 18:19:20:073,,,0.005
1.4151,5.3751,8.0349,1.7319,6.2862,7.3249,-0.2732,-0.6508,0.6229,-0.0428,0.04,-0.0524,17.7156,6.03,-14.33,14.6,185.89,-40.16,-14.09,2,62.372,13.042331,77.59026,2617.9,NaN,15.05,12.226105,188.9,22 / 32,82051,2021-03-13 18:19:20:573,,,-0.005
1.5461,5.6272,7.1019,1.6792,6.4877,7.1596,-0.1412,-0.681,0.1608,-0.0313,-0.0929,-0.0123,19.5804,6.61,-14.65,15,188.77,-41.42,-13.2,2,61.737,13.042296,77.590256,2619.97,NaN,12.78,12.226105,187.2,22 / 32,82551,2021-03-13 18:19:21:073,,,-0.015
